EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary $,Monthly Salary $,Bonus %,Bonus Awarded,Bonus Amount $,Total Salary $,Country,City
E00276,ALEXANDER JACKSON,MANAGER,HUMAN RESOURCES,CORPORATE,MALE,CAUCASIAN,45,09/07/2012,109883,9156.916666666666,7,Y,7691.8099999999995,117574.81,UNITED STATES,COLUMBUS
E00369,GENESIS WOODS,MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,BLACK,33,21/08/2013,105390,8782.5,6,Y,6323.400000000001,111713.4,UNITED STATES,COLUMBUS
E01209,JAYDEN WILLIAMS,MANAGER,HUMAN RESOURCES,MANUFACTURING,MALE,CAUCASIAN,64,26/12/1992,104668,8722.333333333334,8,Y,8373.44,113041.44,UNITED STATES,COLUMBUS
E02489,ETHAN CLARK,SR. BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,MALE,CAUCASIAN,33,04/08/2017,92610,7717.5,0,N,0.0,92610.0,UNITED STATES,COLUMBUS
E01188,ALEXANDER JAMES,SR. MANAGER,HUMAN RESOURCES,MANUFACTURING,MALE,CAUCASIAN,42,18/04/2013,131179,10931.583333333334,15,Y,19676.85,150855.85,UNITED STATES,COLUMBUS
E04972,IVY DANIELS,SR. MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,41,26/10/2008,131841,10986.75,13,Y,17139.33,148980.33000000002,UNITED STATES,COLUMBUS
E02310,JORDAN PHILLIPS,VICE PRESIDENT,HUMAN RESOURCES,CORPORATE,MALE,BLACK,45,12/12/2010,190512,15876.0,32,Y,60963.84,251475.84,UNITED STATES,COLUMBUS
E02599,DANIEL HUANG,VICE PRESIDENT,HUMAN RESOURCES,CORPORATE,MALE,ASIAN,31,03/09/2015,250953,20912.75,34,Y,85324.02,336277.02,UNITED STATES,COLUMBUS
E00869,NOVA LIN,CLOUD INFRASTRUCTURE ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,33,21/10/2017,69332,5777.666666666667,0,N,0.0,69332.0,UNITED STATES,COLUMBUS
E04546,JADE HUNTER,CLOUD INFRASTRUCTURE ARCHITECT,IT,CORPORATE,FEMALE,CAUCASIAN,42,05/02/2020,96636,8053.0,0,N,0.0,96636.0,UNITED STATES,COLUMBUS
E04116,DAVID BARNES,DIRECTOR,IT,CORPORATE,MALE,CAUCASIAN,64,03/11/2013,186503,15541.916666666666,24,Y,44760.72,231263.72,UNITED STATES,COLUMBUS
E01496,AVA ORTIZ,ENTERPRISE ARCHITECT,IT,MANUFACTURING,FEMALE,LATINO,53,20/07/2004,65702,5475.166666666667,0,N,0.0,65702.0,UNITED STATES,COLUMBUS
E02861,DANIEL PERRY,ENTERPRISE ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,62,15/04/2001,80921,6743.416666666667,0,N,0.0,80921.0,UNITED STATES,COLUMBUS
E02594,EZEKIEL KUMAR,IT COORDINATOR,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,28,25/06/2017,54775,4564.583333333333,0,N,0.0,54775.0,UNITED STATES,COLUMBUS
E03223,ETHAN JOSEPH,IT COORDINATOR,IT,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,45,28/05/2018,49219,4101.583333333333,0,N,0.0,49219.0,UNITED STATES,COLUMBUS
E02987,MATEO HARRIS,MANAGER,IT,CORPORATE,MALE,CAUCASIAN,30,05/08/2017,119906,9992.166666666666,5,Y,5995.299999999999,125901.3,UNITED STATES,COLUMBUS
E03328,LUCY JOHNSON,MANAGER,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,57,27/04/2020,103058,8588.166666666666,7,Y,7214.0599999999995,110272.06,UNITED STATES,COLUMBUS
E01952,EVERETT LEE,NETWORK ADMINISTRATOR,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,45,26/02/2010,90770,7564.166666666667,0,N,0.0,90770.0,UNITED STATES,COLUMBUS
E03902,MADISON HUNTER,NETWORK ADMINISTRATOR,IT,CORPORATE,FEMALE,CAUCASIAN,40,05/02/2012,61523,5126.916666666667,0,N,0.0,61523.0,UNITED STATES,COLUMBUS
E00481,JAMESON NELSON,NETWORK ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,61,08/03/2016,96566,8047.166666666667,0,N,0.0,96566.0,UNITED STATES,COLUMBUS
E00559,PENELOPE SILVA,NETWORK ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,LATINO,36,03/11/2016,94618,7884.833333333333,0,N,0.0,94618.0,UNITED STATES,COLUMBUS
E00233,BROOKLYN REYES,SERVICE DESK ANALYST,IT,MANUFACTURING,FEMALE,LATINO,36,19/12/2019,91954,7662.833333333333,0,N,0.0,91954.0,UNITED STATES,COLUMBUS
E02333,JAXSON WRIGHT,SERVICE DESK ANALYST,IT,MANUFACTURING,MALE,BLACK,54,28/12/2010,64417,5368.083333333333,0,N,0.0,64417.0,UNITED STATES,COLUMBUS
E01578,ANTHONY HONG,SR. MANAGER,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,37,29/11/2010,146961,12246.75,11,Y,16165.71,163126.71,UNITED STATES,COLUMBUS
E00981,MILES THAO,SYSTEM ADMINISTRATOR,IT,CORPORATE,MALE,ASIAN,57,26/06/2003,63318,5276.5,0,N,0.0,63318.0,UNITED STATES,COLUMBUS
E01378,GENESIS XIONG,SYSTEM ADMINISTRATOR,IT,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,51,25/02/2012,64170,5347.5,0,N,0.0,64170.0,UNITED STATES,COLUMBUS
E01148,SCARLETT KUMAR,SYSTEMS ANALYST,IT,CORPORATE,FEMALE,ASIAN,55,07/01/2009,47032,3919.3333333333335,0,N,0.0,47032.0,UNITED STATES,COLUMBUS
E02833,ADRIAN FERNANDEZ,SYSTEMS ANALYST,IT,RESEARCH & DEVELOPMENT,MALE,LATINO,45,23/08/2001,54994,4582.833333333333,0,N,0.0,54994.0,UNITED STATES,COLUMBUS
E03567,SILAS CHAVEZ,TECHNICAL ARCHITECT,IT,RESEARCH & DEVELOPMENT,MALE,LATINO,51,15/04/2008,86431,7202.583333333333,0,N,0.0,86431.0,UNITED STATES,COLUMBUS
E01519,ANTHONY MARQUEZ,VICE PRESIDENT,IT,SPECIALITY PRODUCTS,MALE,LATINO,54,15/08/2009,241083,20090.25,39,Y,94022.37,335105.37,UNITED STATES,COLUMBUS
E01995,JONATHAN HO,VICE PRESIDENT,IT,MANUFACTURING,MALE,ASIAN,37,25/06/2011,221592,18466.0,31,Y,68693.52,290285.52,UNITED STATES,COLUMBUS
E03268,EVERLY COLEMAN,VICE PRESIDENT,IT,CORPORATE,FEMALE,CAUCASIAN,48,18/02/2015,194871,16239.25,35,Y,68204.85,263075.85,UNITED STATES,COLUMBUS
E02531,JAMESON FOSTER,ANALYST,MARKETING,MANUFACTURING,MALE,CAUCASIAN,28,18/07/2021,43391,3615.9166666666665,0,N,0.0,43391.0,UNITED STATES,COLUMBUS
E02562,CHRISTIAN MEDINA,ANALYST,MARKETING,CORPORATE,MALE,LATINO,51,19/06/2007,45206,3767.1666666666665,0,N,0.0,45206.0,UNITED STATES,COLUMBUS
E03262,LOGAN MITCHELL,ANALYST II,MARKETING,MANUFACTURING,MALE,CAUCASIAN,65,20/08/2005,59833,4986.083333333333,0,N,0.0,59833.0,UNITED STATES,COLUMBUS
E04207,JOHN CONTRERAS,ANALYST II,MARKETING,MANUFACTURING,MALE,LATINO,35,15/05/2011,66889,5574.083333333333,0,N,0.0,66889.0,UNITED STATES,COLUMBUS
E04472,ALEXANDER FOSTER,ANALYST II,MARKETING,MANUFACTURING,MALE,BLACK,35,03/07/2020,51513,4292.75,0,N,0.0,51513.0,UNITED STATES,COLUMBUS
E03124,CALEB NELSON,DIRECTOR,MARKETING,CORPORATE,MALE,CAUCASIAN,33,12/06/2017,164396,13699.666666666666,29,Y,47674.840000000004,212070.84,UNITED STATES,COLUMBUS
E01860,JACK EDWARDS,MANAGER,MARKETING,MANUFACTURING,MALE,CAUCASIAN,38,06/04/2008,126856,10571.333333333334,6,Y,7611.36,134467.36,UNITED STATES,COLUMBUS
E01883,OLIVIA GRAY,MANAGER,MARKETING,RESEARCH & DEVELOPMENT,FEMALE,BLACK,42,19/09/2015,103423,8618.583333333334,6,Y,6205.38,109628.38,UNITED STATES,COLUMBUS
E03061,VIVIAN LEWIS,MANAGER,MARKETING,MANUFACTURING,FEMALE,CAUCASIAN,65,07/09/2011,104903,8741.916666666666,10,Y,10490.3,115393.3,UNITED STATES,COLUMBUS
E03094,WESLEY YOUNG,SR. ANALYST,MARKETING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,33,18/09/2016,98427,8202.25,0,N,0.0,98427.0,UNITED STATES,COLUMBUS
E03971,LILLIAN CHEN,SR. MANAGER,MARKETING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,25,09/04/2020,157057,13088.083333333334,10,Y,15705.699999999999,172762.7,UNITED STATES,COLUMBUS
E04095,RYAN HOLMES,SR. MANAGER,MARKETING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,45,11/01/2018,127422,10618.5,15,Y,19113.3,146535.3,UNITED STATES,COLUMBUS
E04342,SAMANTHA BARNES,VICE PRESIDENT,MARKETING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,29,05/01/2017,190401,15866.75,37,Y,70448.37,260849.37,UNITED STATES,COLUMBUS
E04607,LANDON BROWN,VICE PRESIDENT,MARKETING,CORPORATE,MALE,CAUCASIAN,26,27/09/2020,223055,18587.916666666668,30,Y,66916.5,289971.5,UNITED STATES,COLUMBUS
E01132,AIDEN BRYANT,ACCOUNT REPRESENTATIVE,SALES,MANUFACTURING,MALE,BLACK,47,21/10/2002,70122,5843.5,0,N,0.0,70122.0,UNITED STATES,COLUMBUS
E04887,EMERY DO,ACCOUNT REPRESENTATIVE,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,40,16/03/2018,55457,4621.416666666667,0,N,0.0,55457.0,UNITED STATES,COLUMBUS
E02850,EVELYN DINH,DIRECTOR,SALES,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,41,10/08/2018,171173,14264.416666666666,21,Y,35946.33,207119.33000000002,UNITED STATES,COLUMBUS
E03278,NICHOLAS WONG,DIRECTOR,SALES,RESEARCH & DEVELOPMENT,MALE,ASIAN,27,07/11/2019,174607,14550.583333333334,29,Y,50636.03,225243.03,UNITED STATES,COLUMBUS
E04101,OLIVIA HARRIS,DIRECTOR,SALES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,63,14/06/2020,181216,15101.333333333334,27,Y,48928.32,230144.32,UNITED STATES,COLUMBUS
E04637,SAMUEL SONG,DIRECTOR,SALES,CORPORATE,MALE,ASIAN,31,29/06/2015,191026,15918.833333333334,16,Y,30564.16,221590.16,UNITED STATES,COLUMBUS
E01762,MAYA NGO,MANAGER,SALES,SPECIALITY PRODUCTS,FEMALE,ASIAN,55,20/10/2012,108686,9057.166666666666,6,Y,6521.16,115207.16,UNITED STATES,COLUMBUS
E02427,ADDISON MEHTA,MANAGER,SALES,CORPORATE,FEMALE,ASIAN,27,15/09/2018,127616,10634.666666666666,7,Y,8933.12,136549.12,UNITED STATES,COLUMBUS
E01413,CAROLINE NELSON,SR. ACCOUNT REPRESENTATIVE,SALES,SPECIALITY PRODUCTS,FEMALE,BLACK,60,30/07/1997,71677,5973.083333333333,0,N,0.0,71677.0,UNITED STATES,COLUMBUS
E03906,PIPER RICHARDSON,SR. ANALYST,SALES,CORPORATE,FEMALE,CAUCASIAN,38,27/01/2008,80024,6668.666666666667,0,N,0.0,80024.0,UNITED STATES,COLUMBUS
E00957,GENESIS PERRY,SR. MANAGER,SALES,CORPORATE,FEMALE,CAUCASIAN,46,18/07/2013,149712,12476.0,14,Y,20959.68,170671.68,UNITED STATES,COLUMBUS
E03189,ASHER JACKSON,SR. MANAGER,SALES,SPECIALITY PRODUCTS,MALE,CAUCASIAN,50,25/03/2003,123405,10283.75,13,Y,16042.65,139447.65,UNITED STATES,COLUMBUS
E02633,ALLISON ROBERTS,VICE PRESIDENT,SALES,MANUFACTURING,FEMALE,BLACK,54,19/08/2000,222224,18518.666666666668,38,Y,84445.12,306669.12,UNITED STATES,COLUMBUS
E04127,EMERY ACOSTA,VICE PRESIDENT,SALES,RESEARCH & DEVELOPMENT,FEMALE,LATINO,42,11/09/2013,181452,15121.0,30,Y,54435.6,235887.6,UNITED STATES,COLUMBUS
E04354,RAELYNN RIOS,VICE PRESIDENT,SALES,MANUFACTURING,FEMALE,LATINO,43,21/08/2016,258498,21541.5,35,Y,90474.3,348972.3,UNITED STATES,COLUMBUS
E00145,KINSLEY DIXON,ANALYST,ACCOUNTING,MANUFACTURING,FEMALE,CAUCASIAN,28,25/05/2019,45819,3818.25,0,N,0.0,45819.0,UNITED STATES,MIAMI
E00624,WILLIAM WATSON,DIRECTOR,ACCOUNTING,SPECIALITY PRODUCTS,MALE,CAUCASIAN,41,04/06/2013,167526,13960.5,26,Y,43556.76,211082.76,UNITED STATES,MIAMI
E01123,MADISON NELSON,DIRECTOR,ACCOUNTING,CORPORATE,FEMALE,CAUCASIAN,27,16/07/2021,161759,13479.916666666666,16,Y,25881.44,187640.44,UNITED STATES,MIAMI
E02781,ATHENA VU,DIRECTOR,ACCOUNTING,MANUFACTURING,FEMALE,ASIAN,63,06/03/2007,193044,16087.0,15,Y,28956.600000000002,222000.6,UNITED STATES,MIAMI
E04994,BELLA HOLMES,DIRECTOR,ACCOUNTING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,35,26/06/2017,161269,13439.083333333334,27,Y,43542.630000000005,204811.63,UNITED STATES,MIAMI
E02166,LUCAS THOMAS,MANAGER,ACCOUNTING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,55,28/04/2000,115798,9649.833333333334,5,Y,5789.9,121587.9,UNITED STATES,MIAMI
E01488,STELLA LAI,SR. ANALYST,ACCOUNTING,MANUFACTURING,FEMALE,ASIAN,44,28/04/2021,98520,8210.0,0,N,0.0,98520.0,UNITED STATES,MIAMI
E00515,JOSEPH VAZQUEZ,SR. MANAGER,ACCOUNTING,SPECIALITY PRODUCTS,MALE,LATINO,40,23/01/2019,159031,13252.583333333334,10,Y,15903.099999999999,174934.1,UNITED STATES,MIAMI
E01921,SARAH DANIELS,SR. MANAGER,ACCOUNTING,MANUFACTURING,FEMALE,CAUCASIAN,55,09/01/2011,138521,11543.416666666666,10,Y,13852.1,152373.1,UNITED STATES,MIAMI
E02563,EMILY CLARK,VICE PRESIDENT,ACCOUNTING,CORPORATE,FEMALE,CAUCASIAN,36,13/01/2020,253294,21107.833333333332,40,Y,101317.6,354611.6,UNITED STATES,MIAMI
E03545,SOFIA CHENG,VICE PRESIDENT,ACCOUNTING,CORPORATE,FEMALE,ASIAN,63,26/07/2020,216195,18016.25,31,Y,67020.45,283215.45,UNITED STATES,MIAMI
E04359,GREYSON LAM,VICE PRESIDENT,ACCOUNTING,MANUFACTURING,MALE,ASIAN,25,08/02/2021,198243,16520.25,31,Y,61455.33,259698.33000000002,UNITED STATES,MIAMI
E03018,AUTUMN REED,DEVELOPMENT ENGINEER,ENGINEERING,CORPORATE,FEMALE,CAUCASIAN,37,17/09/2017,70770,5897.5,0,N,0.0,70770.0,UNITED STATES,MIAMI
E03114,JAMESON JUAREZ,DEVELOPMENT ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,LATINO,62,09/10/1994,98230,8185.833333333333,0,N,0.0,98230.0,UNITED STATES,MIAMI
E04959,NOAH KING,DEVELOPMENT ENGINEER,ENGINEERING,SPECIALITY PRODUCTS,MALE,BLACK,56,27/01/2015,62575,5214.583333333333,0,N,0.0,62575.0,UNITED STATES,MIAMI
E00023,GABRIEL JOSEPH,DIRECTOR,ENGINEERING,MANUFACTURING,MALE,CAUCASIAN,52,28/10/2006,187992,15666.0,28,Y,52637.76,240629.76,UNITED STATES,MIAMI
E02421,JORDAN TRUONG,DIRECTOR,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,45,28/08/2014,183161,15263.416666666666,22,Y,40295.42,223456.41999999998,UNITED STATES,MIAMI
E01501,HUDSON LIU,ENGINEERING MANAGER,ENGINEERING,SPECIALITY PRODUCTS,MALE,ASIAN,34,16/11/2017,110054,9171.166666666666,15,Y,16508.1,126562.1,UNITED STATES,MIAMI
E01525,JOSE ROSS,ENGINEERING MANAGER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,CAUCASIAN,53,08/04/1992,116878,9739.833333333334,11,Y,12856.58,129734.58,UNITED STATES,MIAMI
E02710,SILAS HUANG,ENGINEERING MANAGER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,ASIAN,57,09/01/1992,111299,9274.916666666666,12,Y,13355.880000000001,124654.88,UNITED STATES,MIAMI
E01090,JACOB CHENG,QUALITY ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,ASIAN,59,23/12/2009,78006,6500.5,0,N,0.0,78006.0,UNITED STATES,MIAMI
E03065,EZRA ORTIZ,QUALITY ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,MALE,LATINO,41,21/01/2012,94658,7888.166666666667,0,N,0.0,94658.0,UNITED STATES,MIAMI
E03268,EMILIA RIVERA,TEST ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,LATINO,42,23/11/2017,96023,8001.916666666667,0,N,0.0,96023.0,UNITED STATES,MIAMI
E03981,ELIANA LI,TEST ENGINEER,ENGINEERING,RESEARCH & DEVELOPMENT,FEMALE,ASIAN,63,07/05/2018,67987,5665.583333333333,0,N,0.0,67987.0,UNITED STATES,MIAMI
E03824,PENELOPE COLEMAN,ANALYST,FINANCE,CORPORATE,FEMALE,BLACK,36,27/08/2021,48906,4075.5,0,N,0.0,48906.0,UNITED STATES,MIAMI
E00187,MILES MEHTA,DIRECTOR,FINANCE,RESEARCH & DEVELOPMENT,MALE,ASIAN,64,02/05/1996,189933,15827.75,23,Y,43684.59,233617.59,UNITED STATES,MIAMI
E01337,ANDREW COLEMAN,DIRECTOR,FINANCE,CORPORATE,MALE,CAUCASIAN,41,15/05/2019,174415,14534.583333333334,23,Y,40115.450000000004,214530.45,UNITED STATES,MIAMI
E03349,DYLAN CHIN,DIRECTOR,FINANCE,CORPORATE,MALE,ASIAN,60,05/06/2017,158898,13241.5,18,Y,28601.64,187499.64,UNITED STATES,MIAMI
E00287,LUCA NELSON,MANAGER,FINANCE,SPECIALITY PRODUCTS,MALE,CAUCASIAN,60,15/06/2010,106578,8881.5,9,Y,9592.02,116170.02,UNITED STATES,MIAMI
E00605,NOVA WILLIAMS,MANAGER,FINANCE,SPECIALITY PRODUCTS,FEMALE,BLACK,61,25/04/2010,110302,9191.833333333334,6,Y,6618.12,116920.12,UNITED STATES,MIAMI
E01338,JAXSON COLEMAN,MANAGER,FINANCE,MANUFACTURING,MALE,CAUCASIAN,32,15/04/2020,126671,10555.916666666666,9,Y,11400.39,138071.39,UNITED STATES,MIAMI
E00013,RAELYNN MA,SR. ANALYST,FINANCE,SPECIALITY PRODUCTS,FEMALE,ASIAN,33,08/10/2015,94876,7906.333333333333,0,N,0.0,94876.0,UNITED STATES,MIAMI
E04927,EZEKIEL BRYANT,SR. ANALYST,FINANCE,MANUFACTURING,MALE,CAUCASIAN,55,19/07/2002,77396,6449.666666666667,0,N,0.0,77396.0,UNITED STATES,MIAMI
E04088,EZRA LIANG,VICE PRESIDENT,FINANCE,RESEARCH & DEVELOPMENT,MALE,ASIAN,52,26/05/1997,216999,18083.25,37,Y,80289.62999999999,297288.63,UNITED STATES,MIAMI
E00311,SCARLETT FIGUEROA,BUSINESS PARTNER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,LATINO,34,21/10/2016,52811,4400.916666666667,0,N,0.0,52811.0,UNITED STATES,MIAMI
E01848,ZOEY JACKSON,BUSINESS PARTNER,HUMAN RESOURCES,MANUFACTURING,FEMALE,BLACK,46,21/08/2008,59067,4922.25,0,N,0.0,59067.0,UNITED STATES,MIAMI
E00647,EMILY GUPTA,HRIS ANALYST,HUMAN RESOURCES,CORPORATE,FEMALE,ASIAN,44,23/02/2006,63705,5308.75,0,N,0.0,63705.0,UNITED STATES,MIAMI
E04590,ISAAC SANDERS,HRIS ANALYST,HUMAN RESOURCES,MANUFACTURING,MALE,CAUCASIAN,49,29/03/2001,57606,4800.5,0,N,0.0,57606.0,UNITED STATES,MIAMI
E02492,PARKER SANDOVAL,MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,MALE,LATINO,59,10/06/2015,101985,8498.75,7,Y,7138.95,109123.95,UNITED STATES,MIAMI
E02843,LILY PENA,MANAGER,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,LATINO,55,24/02/2010,102839,8569.916666666666,5,Y,5141.950000000001,107980.95,UNITED STATES,MIAMI
E03471,JULIA SANDOVAL,MANAGER,HUMAN RESOURCES,CORPORATE,FEMALE,LATINO,42,19/11/2017,101143,8428.583333333334,6,Y,6068.58,107211.58,UNITED STATES,MIAMI
E00591,SAVANNAH ALI,SR. MANAGER,HUMAN RESOURCES,MANUFACTURING,FEMALE,ASIAN,36,11/02/2009,157333,13111.083333333334,15,Y,23599.949999999997,180932.95,UNITED STATES,MIAMI
E02140,NAOMI ZHAO,VICE PRESIDENT,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,ASIAN,45,22/09/2021,201396,16783.0,32,Y,64446.72,265842.72,UNITED STATES,MIAMI
E02920,WILLOW WOODS,VICE PRESIDENT,HUMAN RESOURCES,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,28,25/07/2021,231850,19320.833333333332,39,Y,90421.5,322271.5,UNITED STATES,MIAMI
E00813,AUTUMN JOSEPH,ENTERPRISE ARCHITECT,IT,CORPORATE,FEMALE,BLACK,39,09/05/2018,73317,6109.75,0,N,0.0,73317.0,UNITED STATES,MIAMI
E02005,ISABELLA BUI,ENTERPRISE ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,36,21/11/2014,97500,8125.0,0,N,0.0,97500.0,UNITED STATES,MIAMI
E02331,SOPHIA HUYNH,ENTERPRISE ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,55,09/08/2005,92771,7730.916666666667,0,N,0.0,92771.0,UNITED STATES,MIAMI
E02855,PIPER CHENG,ENTERPRISE ARCHITECT,IT,MANUFACTURING,FEMALE,ASIAN,62,15/03/2009,82839,6903.25,0,N,0.0,82839.0,UNITED STATES,MIAMI
E04978,PEYTON HARRIS,ENTERPRISE ARCHITECT,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,45,05/04/2009,64505,5375.416666666667,0,N,0.0,64505.0,UNITED STATES,MIAMI
E01361,EMMA HILL,IT COORDINATOR,IT,MANUFACTURING,FEMALE,CAUCASIAN,54,27/12/2016,41673,3472.75,0,N,0.0,41673.0,UNITED STATES,MIAMI
E03928,MILES DANG,IT COORDINATOR,IT,SPECIALITY PRODUCTS,MALE,ASIAN,61,24/09/2000,40063,3338.5833333333335,0,N,0.0,40063.0,UNITED STATES,MIAMI
E04888,ELIJAH HENRY,MANAGER,IT,CORPORATE,MALE,CAUCASIAN,32,03/01/2014,127148,10595.666666666666,10,Y,12714.8,139862.8,UNITED STATES,MIAMI
E03908,MILES EVANS,NETWORK ARCHITECT,IT,MANUFACTURING,MALE,CAUCASIAN,54,24/10/1994,87216,7268.0,0,N,0.0,87216.0,UNITED STATES,MIAMI
E04079,CHRISTOPHER BUTLER,NETWORK ARCHITECT,IT,MANUFACTURING,MALE,CAUCASIAN,41,05/10/2017,67468,5622.333333333333,0,N,0.0,67468.0,UNITED STATES,MIAMI
E01258,GABRIEL BROOKS,NETWORK ENGINEER,IT,MANUFACTURING,MALE,CAUCASIAN,29,10/12/2018,84596,7049.666666666667,0,N,0.0,84596.0,UNITED STATES,MIAMI
E04972,SOPHIE OH,NETWORK ENGINEER,IT,CORPORATE,FEMALE,ASIAN,29,09/11/2017,63985,5332.083333333333,0,N,0.0,63985.0,UNITED STATES,MIAMI
E00319,EZRA WILSON,SERVICE DESK ANALYST,IT,MANUFACTURING,MALE,CAUCASIAN,55,18/10/2013,70334,5861.166666666667,0,N,0.0,70334.0,UNITED STATES,MIAMI
E00593,LUKE WILSON,SOLUTIONS ARCHITECT,IT,SPECIALITY PRODUCTS,MALE,CAUCASIAN,34,24/05/2016,94352,7862.666666666667,0,N,0.0,94352.0,UNITED STATES,MIAMI
E00929,ALLISON ESPINOZA,SOLUTIONS ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,LATINO,45,16/04/2020,66958,5579.833333333333,0,N,0.0,66958.0,UNITED STATES,MIAMI
E03296,ELOISE TRINH,SOLUTIONS ARCHITECT,IT,SPECIALITY PRODUCTS,FEMALE,ASIAN,39,22/04/2020,90535,7544.583333333333,0,N,0.0,90535.0,UNITED STATES,MIAMI
E03691,COLTON GARCIA,SOLUTIONS ARCHITECT,IT,SPECIALITY PRODUCTS,MALE,LATINO,55,17/11/1993,80170,6680.833333333333,0,N,0.0,80170.0,UNITED STATES,MIAMI
E04735,NOVA COLEMAN,SYSTEM ADMINISTRATOR,IT,MANUFACTURING,FEMALE,CAUCASIAN,44,13/12/2006,74738,6228.166666666667,0,N,0.0,74738.0,UNITED STATES,MIAMI
E00691,AVERY YEE,SYSTEMS ANALYST,IT,MANUFACTURING,FEMALE,ASIAN,34,22/05/2016,44614,3717.8333333333335,0,N,0.0,44614.0,UNITED STATES,MIAMI
E01363,AYLA DANIELS,TECHNICAL ARCHITECT,IT,CORPORATE,FEMALE,CAUCASIAN,53,23/04/1997,78153,6512.75,0,N,0.0,78153.0,UNITED STATES,MIAMI
E01927,CHARLES MOORE,TECHNICAL ARCHITECT,IT,MANUFACTURING,MALE,BLACK,34,16/02/2016,63411,5284.25,0,N,0.0,63411.0,UNITED STATES,MIAMI
E04285,RILEY PADILLA,TECHNICAL ARCHITECT,IT,MANUFACTURING,FEMALE,LATINO,35,15/05/2013,78940,6578.333333333333,0,N,0.0,78940.0,UNITED STATES,MIAMI
E04290,HANNAH GOMEZ,TECHNICAL ARCHITECT,IT,MANUFACTURING,FEMALE,LATINO,25,11/05/2021,83934,6994.5,0,N,0.0,83934.0,UNITED STATES,MIAMI
E00044,SCARLETT JENKINS,VICE PRESIDENT,IT,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,53,09/11/2011,198473,16539.416666666668,32,Y,63511.36,261984.36,UNITED STATES,MIAMI
E00672,LANDON LUU,VICE PRESIDENT,IT,RESEARCH & DEVELOPMENT,MALE,ASIAN,31,12/07/2015,215388,17949.0,33,Y,71078.04000000001,286466.04000000004,UNITED STATES,MIAMI
E03371,JACK ALEXANDER,VICE PRESIDENT,IT,MANUFACTURING,MALE,CAUCASIAN,56,29/05/2006,228822,19068.5,36,Y,82375.92,311197.92,UNITED STATES,MIAMI
E04123,ANDREW HOLMES,VICE PRESIDENT,IT,SPECIALITY PRODUCTS,MALE,BLACK,59,30/12/2010,246619,20551.583333333332,36,Y,88782.84,335401.83999999997,UNITED STATES,MIAMI
E01895,PEYTON WALKER,ANALYST,MARKETING,RESEARCH & DEVELOPMENT,FEMALE,CAUCASIAN,43,13/07/2019,41545,3462.0833333333335,0,N,0.0,41545.0,UNITED STATES,MIAMI
E03655,SAMANTHA ROGERS,ANALYST,MARKETING,SPECIALITY PRODUCTS,FEMALE,CAUCASIAN,28,17/01/2020,45061,3755.0833333333335,0,N,0.0,45061.0,UNITED STATES,MIAMI
